dname,dphone,daddress1,dfax,daddress2,ctydist,dcity1,ctydist1,dsuparea,dcounty,dcounty1,Textbox3,Textbox5,Textbox6,dzip,Tax_Levy,delemsn,delemst,delemsrs,delemsns,delemsts,dmidssn,dmidsst,dmidssrs,dmidssns,dmidssts,djrsn,djrst,djrsrs,djrsns,djrsts,dhighsn,dhighst,dhighsrs,dhighsns,dhighsts,dtotschl,dtottech,dtotres,dtotnres,dtotstu,SDLNAME,SDTITLE,SDYRSEXP,SCHNAME,SCHNAME8,SCHNAME6,SCHNAME3,SCHNAME10,SCHNAME5
St. Louis City  (115-115),Phone: 314-231-3720,801 N 11th St. ,Fax: 314-345-2661,"St. Louis, MO 63101-1401",E-mail: kelvin.adams@slps.org,,County-District Code: 115-115,Supervisory Area: A,County: St. Louis City ,MSIP: Accredited,"Congressional District: 01, 02","House District: 66 , 76 , 77 , 78 , 79 , 80 , 81 , 82 , 83 , 84 , 91 , 93 ","Senate District: 4  , 5  ",Assessed Valuation: $0,Tax Levy: $0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Central Visual/Perf. Arts High (1860),"3125 S Kingshighway Boulevard St. Louis, MO 63139-1027",Grade Span: 09-12,Phone: 314-771-2772   Fax:314-771-0135,Principal: Dr. Kacy Seals (6 years in district),E-mail: KACY.SEALS@SLPS.ORG
St. Louis City  (115-115),Phone: 314-231-3720,801 N 11th St. ,Fax: 314-345-2661,"St. Louis, MO 63101-1401",E-mail: kelvin.adams@slps.org,,County-District Code: 115-115,Supervisory Area: A,County: St. Louis City ,MSIP: Accredited,"Congressional District: 01, 02","House District: 66 , 76 , 77 , 78 , 79 , 80 , 81 , 82 , 83 , 84 , 91 , 93 ","Senate District: 4  , 5  ",Assessed Valuation: $0,Tax Levy: $0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yeatman-Liddell Middle School (2080),"4265 Athlone Avenue St. Louis, MO 63115-3008",Grade Span: 06-08,Phone: 314-261-8132   Fax:314-389-4613,Principal: Dr. Leslie Bonner (5 years in district),E-mail: LESLIE.BONNER@SLPS.ORG
St. Louis City  (115-115),Phone: 314-231-3720,801 N 11th St. ,Fax: 314-345-2661,"St. Louis, MO 63101-1401",E-mail: kelvin.adams@slps.org,,County-District Code: 115-115,Supervisory Area: A,County: St. Louis City ,MSIP: Accredited,"Congressional District: 01, 02","House District: 66 , 76 , 77 , 78 , 79 , 80 , 81 , 82 , 83 , 84 , 91 , 93 ","Senate District: 4  , 5  ",Assessed Valuation: $0,Tax Levy: $0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Busch Ms Character & Athletics (3050),"5910 Clifton Avenue St. Louis, MO 63109-3407",Grade Span: 06-08,Phone: 314-352-1043   Fax:314-352-3685,Principal: Mr. Robert E Lescher (20 years in district),E-mail: ROBERT.LESCHER@SLPS.ORG
St. Louis City  (115-115),Phone: 314-231-3720,801 N 11th St. ,Fax: 314-345-2661,"St. Louis, MO 63101-1401",E-mail: kelvin.adams@slps.org,,County-District Code: 115-115,Supervisory Area: A,County: St. Louis City ,MSIP: Accredited,"Congressional District: 01, 02","House District: 66 , 76 , 77 , 78 , 79 , 80 , 81 , 82 , 83 , 84 , 91 , 93 ","Senate District: 4  , 5  ",Assessed Valuation: $0,Tax Levy: $0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carr Lane Vpa Middle (3070),"1004 N Jefferson Avenue St. Louis, MO 63106-2203",Grade Span: 06-08,Phone: 314-231-0413   Fax:314-241-1213,Principal: Mr. Barrett Taylor (13 years in district),E-mail: BARRETT.TAYLOR@SLPS.ORG
St. Louis City  (115-115),Phone: 314-231-3720,801 N 11th St. ,Fax: 314-345-2661,"St. Louis, MO 63101-1401",E-mail: kelvin.adams@slps.org,,County-District Code: 115-115,Supervisory Area: A,County: St. Louis City ,MSIP: Accredited,"Congressional District: 01, 02","House District: 66 , 76 , 77 , 78 , 79 , 80 , 81 , 82 , 83 , 84 , 91 , 93 ","Senate District: 4  , 5  ",Assessed Valuation: $0,Tax Levy: $0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fanning Middle Community Ed. (3140),"3417 Grace Avenue St. Louis, MO 63116-4710",Grade Span: 06-08,Phone: 314-772-1038   Fax:314-772-0437,Principal: Ms. Lisa M Brown (22 years in district),E-mail: LISA.BROWN@SLPS.ORG
St. Louis City  (115-115),Phone: 314-231-3720,801 N 11th St. ,Fax: 314-345-2661,"St. Louis, MO 63101-1401",E-mail: kelvin.adams@slps.org,,County-District Code: 115-115,Supervisory Area: A,County: St. Louis City ,MSIP: Accredited,"Congressional District: 01, 02","House District: 66 , 76 , 77 , 78 , 79 , 80 , 81 , 82 , 83 , 84 , 91 , 93 ","Senate District: 4  , 5  ",Assessed Valuation: $0,Tax Levy: $0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gateway Middle (3230),"1200 N Jefferson Avenue St. Louis, MO 63106-2131",Grade Span: 06-08,Phone: 314-241-2295   Fax:314-241-7698,Principal: Ms. Nakia King (3 years in district),E-mail: NAKIA.KING@SLPS.ORG
St. Louis City  (115-115),Phone: 314-231-3720,801 N 11th St. ,Fax: 314-345-2661,"St. Louis, MO 63101-1401",E-mail: kelvin.adams@slps.org,,County-District Code: 115-115,Supervisory Area: A,County: St. Louis City ,MSIP: Accredited,"Congressional District: 01, 02","House District: 66 , 76 , 77 , 78 , 79 , 80 , 81 , 82 , 83 , 84 , 91 , 93 ","Senate District: 4  , 5  ",Assessed Valuation: $0,Tax Levy: $0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Acad Of Envt Sci/Math Middle (3250),"3021 Hickey St. St. Louis, MO 63104-0000",Grade Span: 06-08,Phone: 314-932-1465   Fax:,Principal: Mr. Ceandre Perry (8 years in district),E-mail: CEANDRE.PERRY@SLPS.ORG
St. Louis City  (115-115),Phone: 314-231-3720,801 N 11th St. ,Fax: 314-345-2661,"St. Louis, MO 63101-1401",E-mail: kelvin.adams@slps.org,,County-District Code: 115-115,Supervisory Area: A,County: St. Louis City ,MSIP: Accredited,"Congressional District: 01, 02","House District: 66 , 76 , 77 , 78 , 79 , 80 , 81 , 82 , 83 , 84 , 91 , 93 ","Senate District: 4  , 5  ",Assessed Valuation: $0,Tax Levy: $0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Long Middle Community Ed. Center (3260),"5028 Morganford Road St. Louis, MO 63116-2311",Grade Span: 06-08,Phone: 314-481-3440   Fax:314-481-7329,Principal: Mr. Steven Mathes (16 years in district),E-mail: STEVEN.MATHES@SLPS.ORG
St. Louis City  (115-115),Phone: 314-231-3720,801 N 11th St. ,Fax: 314-345-2661,"St. Louis, MO 63101-1401",E-mail: kelvin.adams@slps.org,,County-District Code: 115-115,Supervisory Area: A,County: St. Louis City ,MSIP: Accredited,"Congressional District: 01, 02","House District: 66 , 76 , 77 , 78 , 79 , 80 , 81 , 82 , 83 , 84 , 91 , 93 ","Senate District: 4  , 5  ",Assessed Valuation: $0,Tax Levy: $0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Compton-Drew Ilc Middle (3390),"5130 Oakland Avenue St. Louis, MO 63110-1406",Grade Span: 06-08,Phone: 314-652-9282   Fax:314-652-9371,Principal: Ms. Susan J Reid (12 years in district),E-mail: SUSAN.REID@SLPS.ORG
St. Louis City  (115-115),Phone: 314-231-3720,801 N 11th St. ,Fax: 314-345-2661,"St. Louis, MO 63101-1401",E-mail: kelvin.adams@slps.org,,County-District Code: 115-115,Supervisory Area: A,County: St. Louis City ,MSIP: Accredited,"Congressional District: 01, 02","House District: 66 , 76 , 77 , 78 , 79 , 80 , 81 , 82 , 83 , 84 , 91 , 93 ","Senate District: 4  , 5  ",Assessed Valuation: $0,Tax Levy: $0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Adams Elem. (4000),"1311 Tower Grove Avenue St. Louis, MO 63110-3837",Grade Span: PK-06,Phone: 314-535-3910   Fax:314-535-3949,Principal: Ms. Felecia Miller (18 years in district),E-mail: FELECIA.MILLER@SLPS.ORG
St. Louis City  (115-115),Phone: 314-231-3720,801 N 11th St. ,Fax: 314-345-2661,"St. Louis, MO 63101-1401",E-mail: kelvin.adams@slps.org,,County-District Code: 115-115,Supervisory Area: A,County: St. Louis City ,MSIP: Accredited,"Congressional District: 01, 02","House District: 66 , 76 , 77 , 78 , 79 , 80 , 81 , 82 , 83 , 84 , 91 , 93 ","Senate District: 4  , 5  ",Assessed Valuation: $0,Tax Levy: $0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ashland Elem. and Br. (4060),"3921 N Newstead St. Louis, MO 63115-2748",Grade Span: PK-06,Phone: 314-385-4767   Fax:314-385-6129,Principal: Ms. Paula Boddie (29 years in district),E-mail: PAULA.BODDIE@SLPS.ORG
St. Louis City  (115-115),Phone: 314-231-3720,801 N 11th St. ,Fax: 314-345-2661,"St. Louis, MO 63101-1401",E-mail: kelvin.adams@slps.org,,County-District Code: 115-115,Supervisory Area: A,County: St. Louis City ,MSIP: Accredited,"Congressional District: 01, 02","House District: 66 , 76 , 77 , 78 , 79 , 80 , 81 , 82 , 83 , 84 , 91 , 93 ","Senate District: 4  , 5  ",Assessed Valuation: $0,Tax Levy: $0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bryan Hill Elem. (4180),"4342 Aldine St. Louis, MO 63113-2702",Grade Span: PK-05,Phone: 314-534-0370   Fax:314-535-7864,Principal: Dr. Sarah Briscoe (20 years in district),E-mail: SARAH.BRISCOE@SLPS.ORG
St. Louis City  (115-115),Phone: 314-231-3720,801 N 11th St. ,Fax: 314-345-2661,"St. Louis, MO 63101-1401",E-mail: kelvin.adams@slps.org,,County-District Code: 115-115,Supervisory Area: A,County: St. Louis City ,MSIP: Accredited,"Congressional District: 01, 02","House District: 66 , 76 , 77 , 78 , 79 , 80 , 81 , 82 , 83 , 84 , 91 , 93 ","Senate District: 4  , 5  ",Assessed Valuation: $0,Tax Levy: $0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Buder Elem. (4200),"5319 Lansdowne Avenue St. Louis, MO 63109-2311",Grade Span: PK-05,Phone: 314-352-4343   Fax:314-352-3150,Principal: Ms. Anna Russell (7 years in district),E-mail: ANNA.RUSSELL@SLPS.ORG
St. Louis City  (115-115),Phone: 314-231-3720,801 N 11th St. ,Fax: 314-345-2661,"St. Louis, MO 63101-1401",E-mail: kelvin.adams@slps.org,,County-District Code: 115-115,Supervisory Area: A,County: St. Louis City ,MSIP: Accredited,"Congressional District: 01, 02","House District: 66 , 76 , 77 , 78 , 79 , 80 , 81 , 82 , 83 , 84 , 91 , 93 ","Senate District: 4  , 5  ",Assessed Valuation: $0,Tax Levy: $0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ames Visual/Perf. Arts (4250),"2900 Hadley St. Louis, MO 63107-3911",Grade Span: PK-05,Phone: 314-241-7165   Fax:314-231-1607,Principal: Ms. Javeeta M Parks-Prince (21 years in district),E-mail: JAVETTA.PARKS@SLPS.ORG
St. Louis City  (115-115),Phone: 314-231-3720,801 N 11th St. ,Fax: 314-345-2661,"St. Louis, MO 63101-1401",E-mail: kelvin.adams@slps.org,,County-District Code: 115-115,Supervisory Area: A,County: St. Louis City ,MSIP: Accredited,"Congressional District: 01, 02","House District: 66 , 76 , 77 , 78 , 79 , 80 , 81 , 82 , 83 , 84 , 91 , 93 ","Senate District: 4  , 5  ",Assessed Valuation: $0,Tax Levy: $0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Clay Elem. (4360),"3820 N 14th St. St. Louis, MO 63107-2928",Grade Span: PK-05,Phone: 314-231-9608   Fax:314-231-1660,Principal: Dr. Lanor T Payne (3 years in district),E-mail: LANOR.PAYNE@SLPS.ORG
St. Louis City  (115-115),Phone: 314-231-3720,801 N 11th St. ,Fax: 314-345-2661,"St. Louis, MO 63101-1401",E-mail: kelvin.adams@slps.org,,County-District Code: 115-115,Supervisory Area: A,County: St. Louis City ,MSIP: Accredited,"Congressional District: 01, 02","House District: 66 , 76 , 77 , 78 , 79 , 80 , 81 , 82 , 83 , 84 , 91 , 93 ","Senate District: 4  , 5  ",Assessed Valuation: $0,Tax Levy: $0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cole Elem. (4400),"3935 Enright Avenue St. Louis, MO 63108-3559",Grade Span: PK-08,Phone: 314-533-0894   Fax:314-533-4509,Principal: Mr. Sean Nichols (23 years in district),E-mail: SEAN.NICHOLS@SLPS.ORG
St. Louis City  (115-115),Phone: 314-231-3720,801 N 11th St. ,Fax: 314-345-2661,"St. Louis, MO 63101-1401",E-mail: kelvin.adams@slps.org,,County-District Code: 115-115,Supervisory Area: A,County: St. Louis City ,MSIP: Accredited,"Congressional District: 01, 02","House District: 66 , 76 , 77 , 78 , 79 , 80 , 81 , 82 , 83 , 84 , 91 , 93 ","Senate District: 4  , 5  ",Assessed Valuation: $0,Tax Levy: $0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Columbia Elem. Comm. Ed. Center (4420),"3120 St. Louis Avenue St. Louis, MO 63106-1122",Grade Span: PK-06,Phone: 314-533-2750   Fax:314-534-4062,Principal: Ms. Deshonda Payton (3 years in district),E-mail: DESHONDA.PAYTON@SLPS.ORG
St. Louis City  (115-115),Phone: 314-231-3720,801 N 11th St. ,Fax: 314-345-2661,"St. Louis, MO 63101-1401",E-mail: kelvin.adams@slps.org,,County-District Code: 115-115,Supervisory Area: A,County: St. Louis City ,MSIP: Accredited,"Congressional District: 01, 02","House District: 66 , 76 , 77 , 78 , 79 , 80 , 81 , 82 , 83 , 84 , 91 , 93 ","Senate District: 4  , 5  ",Assessed Valuation: $0,Tax Levy: $0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dewey School-Internat'L. Studies (4470),"815 Ann Avenue St. Louis, MO 63104-4134",Grade Span: PK-05,Phone: 314-645-4845   Fax:314-645-5926,Principal: Mr. Andrew Donovan (11 years in district),E-mail: ANDREW.DONOVAN@SLPS.ORG
St. Louis City  (115-115),Phone: 314-231-3720,801 N 11th St. ,Fax: 314-345-2661,"St. Louis, MO 63101-1401",E-mail: kelvin.adams@slps.org,,County-District Code: 115-115,Supervisory Area: A,County: St. Louis City ,MSIP: Accredited,"Congressional District: 01, 02","House District: 66 , 76 , 77 , 78 , 79 , 80 , 81 , 82 , 83 , 84 , 91 , 93 ","Senate District: 4  , 5  ",Assessed Valuation: $0,Tax Levy: $0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dunbar and Br. (4480),"1415 N Garrison Avenue St. Louis, MO 63106-1506",Grade Span: PK-06,Phone: 314-533-2526   Fax:314-533-0269,Principal: Mr. Anthony Virdure (23 years in district),E-mail: ANTHONY.VIRDURE@SLPS.ORG
St. Louis City  (115-115),Phone: 314-231-3720,801 N 11th St. ,Fax: 314-345-2661,"St. Louis, MO 63101-1401",E-mail: kelvin.adams@slps.org,,County-District Code: 115-115,Supervisory Area: A,County: St. Louis City ,MSIP: Accredited,"Congressional District: 01, 02","House District: 66 , 76 , 77 , 78 , 79 , 80 , 81 , 82 , 83 , 84 , 91 , 93 ","Senate District: 4  , 5  ",Assessed Valuation: $0,Tax Levy: $0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Farragut Elem. (4580),"4025 Sullivan Avenue St. Louis, MO 63107-2024",Grade Span: PK-06,Phone: 314-531-1198   Fax:314-531-5356,Principal: Ms. Patricia Cox (35 years in district),E-mail: PATRICIA.COX@SLPS.ORG
St. Louis City  (115-115),Phone: 314-231-3720,801 N 11th St. ,Fax: 314-345-2661,"St. Louis, MO 63101-1401",E-mail: kelvin.adams@slps.org,,County-District Code: 115-115,Supervisory Area: A,County: St. Louis City ,MSIP: Accredited,"Congressional District: 01, 02","House District: 66 , 76 , 77 , 78 , 79 , 80 , 81 , 82 , 83 , 84 , 91 , 93 ","Senate District: 4  , 5  ",Assessed Valuation: $0,Tax Levy: $0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ford-Ford Br. Elem. Comm. Ed. (4630),"1383 Clara Avenue St. Louis, MO 63112-4138",Grade Span: PK-06,Phone: 314-383-0836   Fax:314-383-0887,Principal: Ms. Michelle Mcdaniel (2 years in district),E-mail: MICHELLE.MCDANIEL@SLPS.ORG
St. Louis City  (115-115),Phone: 314-231-3720,801 N 11th St. ,Fax: 314-345-2661,"St. Louis, MO 63101-1401",E-mail: kelvin.adams@slps.org,,County-District Code: 115-115,Supervisory Area: A,County: St. Louis City ,MSIP: Accredited,"Congressional District: 01, 02","House District: 66 , 76 , 77 , 78 , 79 , 80 , 81 , 82 , 83 , 84 , 91 , 93 ","Senate District: 4  , 5  ",Assessed Valuation: $0,Tax Levy: $0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Froebel Elem. (4660),"3709 Nebraska Avenue St. Louis, MO 63118-3797",Grade Span: PK-05,Phone: 314-771-3533   Fax:314-771-3590,Principal: Ms. Mamie E Womack (43 years in district),E-mail: MAMIE.WOMACK@SLPS.ORG
St. Louis City  (115-115),Phone: 314-231-3720,801 N 11th St. ,Fax: 314-345-2661,"St. Louis, MO 63101-1401",E-mail: kelvin.adams@slps.org,,County-District Code: 115-115,Supervisory Area: A,County: St. Louis City ,MSIP: Accredited,"Congressional District: 01, 02","House District: 66 , 76 , 77 , 78 , 79 , 80 , 81 , 82 , 83 , 84 , 91 , 93 ","Senate District: 4  , 5  ",Assessed Valuation: $0,Tax Levy: $0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gateway Elem. (4730),"4 Gateway Drive St. Louis, MO 63106-2131",Grade Span: PK-05,Phone: 314-241-8255   Fax:314-241-3159,Principal: Dr. Rose Mary Howard (34 years in district),E-mail: ROSE.HOWARD@SLPS.ORG
St. Louis City  (115-115),Phone: 314-231-3720,801 N 11th St. ,Fax: 314-345-2661,"St. Louis, MO 63101-1401",E-mail: kelvin.adams@slps.org,,County-District Code: 115-115,Supervisory Area: A,County: St. Louis City ,MSIP: Accredited,"Congressional District: 01, 02","House District: 66 , 76 , 77 , 78 , 79 , 80 , 81 , 82 , 83 , 84 , 91 , 93 ","Senate District: 4  , 5  ",Assessed Valuation: $0,Tax Levy: $0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hamilton Elem. Community Ed. (4780),"4160 N Kingshighway St. Louis, MO 63115-1725",Grade Span: PK-05,Phone: 314-367-0552   Fax:314-367-2392,Principal: Ms. Starlett Frenchie (14 years in district),E-mail: STARLETT.FRENCHIE@SLPS.ORG
St. Louis City  (115-115),Phone: 314-231-3720,801 N 11th St. ,Fax: 314-345-2661,"St. Louis, MO 63101-1401",E-mail: kelvin.adams@slps.org,,County-District Code: 115-115,Supervisory Area: A,County: St. Louis City ,MSIP: Accredited,"Congressional District: 01, 02","House District: 66 , 76 , 77 , 78 , 79 , 80 , 81 , 82 , 83 , 84 , 91 , 93 ","Senate District: 4  , 5  ",Assessed Valuation: $0,Tax Levy: $0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Henry Elem. (4880),"1220 N Tenth St. St. Louis, MO 63106-4636",Grade Span: PK-06,Phone: 314-231-7284   Fax:314-231-0232,Principal: Mr. Colby Heckendorn (8 years in district),E-mail: COLBY.HECKENDORN@SLPS.ORG
St. Louis City  (115-115),Phone: 314-231-3720,801 N 11th St. ,Fax: 314-345-2661,"St. Louis, MO 63101-1401",E-mail: kelvin.adams@slps.org,,County-District Code: 115-115,Supervisory Area: A,County: St. Louis City ,MSIP: Accredited,"Congressional District: 01, 02","House District: 66 , 76 , 77 , 78 , 79 , 80 , 81 , 82 , 83 , 84 , 91 , 93 ","Senate District: 4  , 5  ",Assessed Valuation: $0,Tax Levy: $0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hickey Elem. (4890),"3111 Cora Avenue St. Louis, MO 63115-2304",Grade Span: PK-05,Phone: 314-383-2550   Fax:314-383-5164,Principal: Ms. Phyllis L Miller (19 years in district),E-mail: PHYLLIS.MILLER@SLPS.ORG
St. Louis City  (115-115),Phone: 314-231-3720,801 N 11th St. ,Fax: 314-345-2661,"St. Louis, MO 63101-1401",E-mail: kelvin.adams@slps.org,,County-District Code: 115-115,Supervisory Area: A,County: St. Louis City ,MSIP: Accredited,"Congressional District: 01, 02","House District: 66 , 76 , 77 , 78 , 79 , 80 , 81 , 82 , 83 , 84 , 91 , 93 ","Senate District: 4  , 5  ",Assessed Valuation: $0,Tax Levy: $0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Herzog Elem. (4900),"5831 Pamplin Pl St. Louis, MO 63147-1055",Grade Span:  K-06,Phone: 314-385-2212   Fax:314-385-1925,Principal: Ms. Sandra Bell (7 years in district),E-mail: SANDRA.BELL@SLPS.ORG
St. Louis City  (115-115),Phone: 314-231-3720,801 N 11th St. ,Fax: 314-345-2661,"St. Louis, MO 63101-1401",E-mail: kelvin.adams@slps.org,,County-District Code: 115-115,Supervisory Area: A,County: St. Louis City ,MSIP: Accredited,"Congressional District: 01, 02","House District: 66 , 76 , 77 , 78 , 79 , 80 , 81 , 82 , 83 , 84 , 91 , 93 ","Senate District: 4  , 5  ",Assessed Valuation: $0,Tax Levy: $0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hodgen Elem. (4920),"1616 California St. Louis, MO 63104-2046",Grade Span: PK-06,Phone: 314-771-2539   Fax:314-771-2418,Principal: Mr. Brandon Murray (13 years in district),E-mail: BRANDON.MURRAY@SLPS.ORG
St. Louis City  (115-115),Phone: 314-231-3720,801 N 11th St. ,Fax: 314-345-2661,"St. Louis, MO 63101-1401",E-mail: kelvin.adams@slps.org,,County-District Code: 115-115,Supervisory Area: A,County: St. Louis City ,MSIP: Accredited,"Congressional District: 01, 02","House District: 66 , 76 , 77 , 78 , 79 , 80 , 81 , 82 , 83 , 84 , 91 , 93 ","Senate District: 4  , 5  ",Assessed Valuation: $0,Tax Levy: $0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Humboldt Acad Of Higher Lrning (4960),"2516 S. 9th St. St. Louis, MO 63104-0000",Grade Span: 03-05,Phone: 314-932-5720   Fax:,Principal: Ms. Jacqueline Russell (26 years in district),E-mail: JACQUELINE.RUSSELL@SLPS.ORG
St. Louis City  (115-115),Phone: 314-231-3720,801 N 11th St. ,Fax: 314-345-2661,"St. Louis, MO 63101-1401",E-mail: kelvin.adams@slps.org,,County-District Code: 115-115,Supervisory Area: A,County: St. Louis City ,MSIP: Accredited,"Congressional District: 01, 02","House District: 66 , 76 , 77 , 78 , 79 , 80 , 81 , 82 , 83 , 84 , 91 , 93 ","Senate District: 4  , 5  ",Assessed Valuation: $0,Tax Levy: $0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nahed Chapman New American Aca (4970),"1530 South Grand St. Louis, MO 63104-0000",Grade Span:  K-08,Phone: 314-776-3285   Fax:314-244-1711,Principal: Dr. Nicole Conaway (8 years in district),E-mail: 
St. Louis City  (115-115),Phone: 314-231-3720,801 N 11th St. ,Fax: 314-345-2661,"St. Louis, MO 63101-1401",E-mail: kelvin.adams@slps.org,,County-District Code: 115-115,Supervisory Area: A,County: St. Louis City ,MSIP: Accredited,"Congressional District: 01, 02","House District: 66 , 76 , 77 , 78 , 79 , 80 , 81 , 82 , 83 , 84 , 91 , 93 ","Senate District: 4  , 5  ",Assessed Valuation: $0,Tax Levy: $0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Acad Of Envt Sci/Math Elem (4990),"3325 Bell St. Louis, MO 63106-0000",Grade Span:  K-05,Phone: 314-932-1464   Fax:,Principal: Ms. Jennene Anthony (6 years in district),E-mail: JENNENE.ANTHONY@SLPS.ORG
St. Louis City  (115-115),Phone: 314-231-3720,801 N 11th St. ,Fax: 314-345-2661,"St. Louis, MO 63101-1401",E-mail: kelvin.adams@slps.org,,County-District Code: 115-115,Supervisory Area: A,County: St. Louis City ,MSIP: Accredited,"Congressional District: 01, 02","House District: 66 , 76 , 77 , 78 , 79 , 80 , 81 , 82 , 83 , 84 , 91 , 93 ","Senate District: 4  , 5  ",Assessed Valuation: $0,Tax Levy: $0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jefferson Elem. (5020),"1301 Hogan St. St. Louis, MO 63106-4732",Grade Span: PK-05,Phone: 314-231-2459   Fax:314-231-2905,Principal: Dr. Kristen Taylor (5 years in district),E-mail: KRISTEN.TAYLOR@SLPS.ORG
St. Louis City  (115-115),Phone: 314-231-3720,801 N 11th St. ,Fax: 314-345-2661,"St. Louis, MO 63101-1401",E-mail: kelvin.adams@slps.org,,County-District Code: 115-115,Supervisory Area: A,County: St. Louis City ,MSIP: Accredited,"Congressional District: 01, 02","House District: 66 , 76 , 77 , 78 , 79 , 80 , 81 , 82 , 83 , 84 , 91 , 93 ","Senate District: 4  , 5  ",Assessed Valuation: $0,Tax Levy: $0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kennard/Classical Jr. Acad. (5030),"5031 Potomac St. Louis, MO 63139-1316",Grade Span: PK-05,Phone: 314-353-8875   Fax:314-351-0441,Principal: Dr. Wanda Leflore (31 years in district),E-mail: WANDA.LEFLORE@SLPS.ORG
St. Louis City  (115-115),Phone: 314-231-3720,801 N 11th St. ,Fax: 314-345-2661,"St. Louis, MO 63101-1401",E-mail: kelvin.adams@slps.org,,County-District Code: 115-115,Supervisory Area: A,County: St. Louis City ,MSIP: Accredited,"Congressional District: 01, 02","House District: 66 , 76 , 77 , 78 , 79 , 80 , 81 , 82 , 83 , 84 , 91 , 93 ","Senate District: 4  , 5  ",Assessed Valuation: $0,Tax Levy: $0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Laclede Elem. (5060),"5821 Kennerly Avenue St. Louis, MO 63112-3821",Grade Span: PK-06,Phone: 314-385-0546   Fax:314-385-7294,Principal: Dr. Damaris White (22 years in district),E-mail: DAMARIS.WHITE@SLPS.ORG
St. Louis City  (115-115),Phone: 314-231-3720,801 N 11th St. ,Fax: 314-345-2661,"St. Louis, MO 63101-1401",E-mail: kelvin.adams@slps.org,,County-District Code: 115-115,Supervisory Area: A,County: St. Louis City ,MSIP: Accredited,"Congressional District: 01, 02","House District: 66 , 76 , 77 , 78 , 79 , 80 , 81 , 82 , 83 , 84 , 91 , 93 ","Senate District: 4  , 5  ",Assessed Valuation: $0,Tax Levy: $0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lexington Elem. (5100),"5030 Lexington Avenue St. Louis, MO 63115-1594",Grade Span: PK-05,Phone: 314-385-2522   Fax:314-385-4158,Principal: Dr. Myra M Pendleton (13 years in district),E-mail: MYRA.PENDLETON@SLPS.ORG
St. Louis City  (115-115),Phone: 314-231-3720,801 N 11th St. ,Fax: 314-345-2661,"St. Louis, MO 63101-1401",E-mail: kelvin.adams@slps.org,,County-District Code: 115-115,Supervisory Area: A,County: St. Louis City ,MSIP: Accredited,"Congressional District: 01, 02","House District: 66 , 76 , 77 , 78 , 79 , 80 , 81 , 82 , 83 , 84 , 91 , 93 ","Senate District: 4  , 5  ",Assessed Valuation: $0,Tax Levy: $0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lyon At Blow Elem. (5180),"516 Loughborough Avenue St. Louis, MO 63111-2727",Grade Span:  K-08,Phone: 314-353-1353   Fax:314-481-8625,Principal: Dr. Ingrid Iskali (19 years in district),E-mail: INGRID.ISKALI@SLPS.ORG
